"StichtagDatJahr","StatZoneSort","StatZoneLang","QuarSort","QuarLang","KreisSort","HerkunftSort","HerkunftCd","HerkunftLang","Kon2AggSort_noDM","Kon2AggCd_noDM","Kon2AggLang_noDM","AnzBestWir"
1998,158,"Kreuzstrasse",82,"Mühlebach",8,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",162
1998,158,"Kreuzstrasse",82,"Mühlebach",8,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",239
1998,159,"Gemeinschaftszentrum",82,"Mühlebach",8,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",327
1998,159,"Gemeinschaftszentrum",82,"Mühlebach",8,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",216
1998,159,"Gemeinschaftszentrum",82,"Mühlebach",8,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",171
1998,159,"Gemeinschaftszentrum",82,"Mühlebach",8,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",28
1998,159,"Gemeinschaftszentrum",82,"Mühlebach",8,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",78
1998,159,"Gemeinschaftszentrum",82,"Mühlebach",8,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",106
1998,160,"Wildbachstrasse",82,"Mühlebach",8,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",588
1998,160,"Wildbachstrasse",82,"Mühlebach",8,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",399
1998,160,"Wildbachstrasse",82,"Mühlebach",8,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",451
1998,160,"Wildbachstrasse",82,"Mühlebach",8,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",28
1998,160,"Wildbachstrasse",82,"Mühlebach",8,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",135
1998,160,"Wildbachstrasse",82,"Mühlebach",8,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",161
1998,161,"Mühle",82,"Mühlebach",8,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",342
1998,161,"Mühle",82,"Mühlebach",8,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",201
1998,161,"Mühle",82,"Mühlebach",8,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",225
1998,161,"Mühle",82,"Mühlebach",8,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",17
1998,161,"Mühle",82,"Mühlebach",8,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",89
1998,161,"Mühle",82,"Mühlebach",8,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",75
1998,163,"Neumünster",83,"Weinegg",8,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",184
1998,163,"Neumünster",83,"Weinegg",8,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",112
1998,163,"Neumünster",83,"Weinegg",8,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",103
1998,163,"Neumünster",83,"Weinegg",8,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",8
1998,163,"Neumünster",83,"Weinegg",8,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",31
1998,163,"Neumünster",83,"Weinegg",8,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",35
1998,164,"Botanischer Garten",83,"Weinegg",8,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",242
1998,164,"Botanischer Garten",83,"Weinegg",8,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",125
1998,164,"Botanischer Garten",83,"Weinegg",8,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",137
1998,164,"Botanischer Garten",83,"Weinegg",8,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",8
1998,164,"Botanischer Garten",83,"Weinegg",8,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",51
1998,164,"Botanischer Garten",83,"Weinegg",8,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",97
1998,165,"Burghölzli",83,"Weinegg",8,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",589
1998,165,"Burghölzli",83,"Weinegg",8,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",384
1998,165,"Burghölzli",83,"Weinegg",8,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",375
1998,165,"Burghölzli",83,"Weinegg",8,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",29
1998,165,"Burghölzli",83,"Weinegg",8,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",196
1998,165,"Burghölzli",83,"Weinegg",8,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",197
1998,166,"Rehalp",83,"Weinegg",8,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",596
1998,166,"Rehalp",83,"Weinegg",8,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",418
1998,166,"Rehalp",83,"Weinegg",8,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",316
1998,166,"Rehalp",83,"Weinegg",8,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",45
1998,166,"Rehalp",83,"Weinegg",8,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",268
1998,166,"Rehalp",83,"Weinegg",8,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",270
1998,169,"Brünneliacker",91,"Albisrieden",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",327
1998,169,"Brünneliacker",91,"Albisrieden",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",218
1998,169,"Brünneliacker",91,"Albisrieden",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",126
1998,169,"Brünneliacker",91,"Albisrieden",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",12
1998,169,"Brünneliacker",91,"Albisrieden",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",45
1998,169,"Brünneliacker",91,"Albisrieden",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",50
1998,170,"In den Rütenen",91,"Albisrieden",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",637
1998,170,"In den Rütenen",91,"Albisrieden",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",471
1998,170,"In den Rütenen",91,"Albisrieden",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",280
1998,170,"In den Rütenen",91,"Albisrieden",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",16
1998,170,"In den Rütenen",91,"Albisrieden",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",179
1998,170,"In den Rütenen",91,"Albisrieden",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",186
1998,171,"Bockhornstrasse",91,"Albisrieden",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",504
1998,171,"Bockhornstrasse",91,"Albisrieden",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",292
1998,171,"Bockhornstrasse",91,"Albisrieden",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",209
1998,171,"Bockhornstrasse",91,"Albisrieden",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",10
1998,171,"Bockhornstrasse",91,"Albisrieden",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",124
1998,171,"Bockhornstrasse",91,"Albisrieden",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",108
1998,172,"Zollfreilager",91,"Albisrieden",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",849
1998,172,"Zollfreilager",91,"Albisrieden",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",526
1998,172,"Zollfreilager",91,"Albisrieden",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",342
1998,172,"Zollfreilager",91,"Albisrieden",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",35
1998,172,"Zollfreilager",91,"Albisrieden",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",262
1998,172,"Zollfreilager",91,"Albisrieden",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",194
1998,173,"In der Ey",91,"Albisrieden",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",1210
1998,173,"In der Ey",91,"Albisrieden",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",883
1998,173,"In der Ey",91,"Albisrieden",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",605
1998,173,"In der Ey",91,"Albisrieden",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",45
1998,173,"In der Ey",91,"Albisrieden",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",329
1998,173,"In der Ey",91,"Albisrieden",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",291
1998,174,"Mühlezelgstrasse",91,"Albisrieden",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",578
1998,174,"Mühlezelgstrasse",91,"Albisrieden",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",464
1998,174,"Mühlezelgstrasse",91,"Albisrieden",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",221
1998,174,"Mühlezelgstrasse",91,"Albisrieden",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",25
1998,174,"Mühlezelgstrasse",91,"Albisrieden",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",181
1998,174,"Mühlezelgstrasse",91,"Albisrieden",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",192
1998,175,"Letzigraben",91,"Albisrieden",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",132
1998,175,"Letzigraben",91,"Albisrieden",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",139
1998,175,"Letzigraben",91,"Albisrieden",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",88
1998,175,"Letzigraben",91,"Albisrieden",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",6
1998,175,"Letzigraben",91,"Albisrieden",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",112
1998,175,"Letzigraben",91,"Albisrieden",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",168
1998,176,"Sackzelg",91,"Albisrieden",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",318
1998,176,"Sackzelg",91,"Albisrieden",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",264
1998,176,"Sackzelg",91,"Albisrieden",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",109
1998,176,"Sackzelg",91,"Albisrieden",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",7
1998,176,"Sackzelg",91,"Albisrieden",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",70
1998,176,"Sackzelg",91,"Albisrieden",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",36
1998,177,"Espenhof",91,"Albisrieden",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",1444
1998,177,"Espenhof",91,"Albisrieden",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",1054
1998,177,"Espenhof",91,"Albisrieden",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",603
1998,177,"Espenhof",91,"Albisrieden",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",70
1998,177,"Espenhof",91,"Albisrieden",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",438
1998,177,"Espenhof",91,"Albisrieden",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",464
1998,179,"Dunkelhölzli",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",1186
1998,179,"Dunkelhölzli",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",800
1998,179,"Dunkelhölzli",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",396
1998,179,"Dunkelhölzli",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",22
1998,179,"Dunkelhölzli",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",219
1998,179,"Dunkelhölzli",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",150
1998,180,"Loogarten",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",713
1998,180,"Loogarten",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",610
1998,180,"Loogarten",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",225
1998,180,"Loogarten",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",34
1998,180,"Loogarten",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",374
1998,180,"Loogarten",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",308
1998,181,"Eichbühl",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",726
1998,181,"Eichbühl",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",476
1998,181,"Eichbühl",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",293
1998,181,"Eichbühl",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",24
1998,181,"Eichbühl",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",253
1998,181,"Eichbühl",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",249
1998,182,"Buchlern",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",949
1998,182,"Buchlern",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",688
1998,182,"Buchlern",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",398
1998,182,"Buchlern",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",36
1998,182,"Buchlern",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",237
1998,182,"Buchlern",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",200
1998,183,"Dachslern",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",568
1998,183,"Dachslern",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",386
1998,183,"Dachslern",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",299
1998,183,"Dachslern",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",47
1998,183,"Dachslern",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",313
1998,183,"Dachslern",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",251
1998,184,"Bachmatt",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",621
1998,184,"Bachmatt",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",561
1998,184,"Bachmatt",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",322
1998,184,"Bachmatt",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",24
1998,184,"Bachmatt",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",532
1998,184,"Bachmatt",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",529
1998,185,"Werdhölzli",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",516
1998,185,"Werdhölzli",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",430
1998,185,"Werdhölzli",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",234
1998,185,"Werdhölzli",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",20
1998,185,"Werdhölzli",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",757
1998,185,"Werdhölzli",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",835
1998,186,"Hardhof",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",348
1998,186,"Hardhof",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",259
1998,186,"Hardhof",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",139
1998,186,"Hardhof",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",9
1998,186,"Hardhof",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",199
1998,186,"Hardhof",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",160
1998,187,"Altstetterplatz",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",284
1998,187,"Altstetterplatz",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",299
1998,187,"Altstetterplatz",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",108
1998,187,"Altstetterplatz",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",11
1998,187,"Altstetterplatz",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",313
1998,187,"Altstetterplatz",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",330
1998,188,"Calanda",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",216
1998,188,"Calanda",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",219
1998,188,"Calanda",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",118
1998,188,"Calanda",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",13
1998,188,"Calanda",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",308
1998,188,"Calanda",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",347
1998,189,"Zwyssig",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",491
1998,189,"Zwyssig",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",349
1998,189,"Zwyssig",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",227
1998,189,"Zwyssig",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",23
1998,189,"Zwyssig",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",174
1998,189,"Zwyssig",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",164
1998,190,"Grimsel",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",388
1998,190,"Grimsel",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",387
1998,190,"Grimsel",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",182
1998,190,"Grimsel",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",17
1998,190,"Grimsel",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",366
1998,190,"Grimsel",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",339
1998,191,"Edelweiss",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",433
1998,191,"Edelweiss",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",395
1998,191,"Edelweiss",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",290
1998,191,"Edelweiss",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",13
1998,191,"Edelweiss",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",232
1998,191,"Edelweiss",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",160
1998,192,"Letzigrund",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",472
1998,192,"Letzigrund",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",461
1998,192,"Letzigrund",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",271
1998,192,"Letzigrund",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",22
1998,192,"Letzigrund",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",465
1998,192,"Letzigrund",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",519
1998,193,"Juchhof",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",19
1998,193,"Juchhof",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",23
1998,193,"Juchhof",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",16
1998,193,"Juchhof",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",1
1998,193,"Juchhof",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",30
1998,193,"Juchhof",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",236
1998,197,"Riedhof",101,"Höngg",10,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",1355
1998,197,"Riedhof",101,"Höngg",10,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",808
1998,197,"Riedhof",101,"Höngg",10,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",512
1998,197,"Riedhof",101,"Höngg",10,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",38
1998,197,"Riedhof",101,"Höngg",10,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",194
1998,197,"Riedhof",101,"Höngg",10,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",228
1998,198,"Hönggerberg",101,"Höngg",10,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",1076
1998,198,"Hönggerberg",101,"Höngg",10,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",676
1998,198,"Hönggerberg",101,"Höngg",10,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",407
1998,198,"Hönggerberg",101,"Höngg",10,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",51
1998,198,"Hönggerberg",101,"Höngg",10,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",167
1998,198,"Hönggerberg",101,"Höngg",10,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",114
1998,199,"Imbisbühlstrasse",101,"Höngg",10,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",1030
1998,199,"Imbisbühlstrasse",101,"Höngg",10,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",682
1998,199,"Imbisbühlstrasse",101,"Höngg",10,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",390
1998,199,"Imbisbühlstrasse",101,"Höngg",10,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",49
1998,199,"Imbisbühlstrasse",101,"Höngg",10,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",277
1998,199,"Imbisbühlstrasse",101,"Höngg",10,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",250
1998,200,"Werdinsel",101,"Höngg",10,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",823
1998,200,"Werdinsel",101,"Höngg",10,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",570
1998,200,"Werdinsel",101,"Höngg",10,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",368
1998,200,"Werdinsel",101,"Höngg",10,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",36
1998,200,"Werdinsel",101,"Höngg",10,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",143
1998,200,"Werdinsel",101,"Höngg",10,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",168
1998,201,"ETH Hönggerberg",101,"Höngg",10,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",8
1998,201,"ETH Hönggerberg",101,"Höngg",10,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",6
1998,201,"ETH Hönggerberg",101,"Höngg",10,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",1
1998,201,"ETH Hönggerberg",101,"Höngg",10,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",1
1998,201,"ETH Hönggerberg",101,"Höngg",10,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",2
1998,202,"Bauherrenstrasse",101,"Höngg",10,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",502
1998,202,"Bauherrenstrasse",101,"Höngg",10,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",281
1998,202,"Bauherrenstrasse",101,"Höngg",10,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",221
1998,202,"Bauherrenstrasse",101,"Höngg",10,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",11
1998,202,"Bauherrenstrasse",101,"Höngg",10,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",74
1998,202,"Bauherrenstrasse",101,"Höngg",10,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",131
1998,203,"Grossmannstrasse",101,"Höngg",10,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",691
1998,203,"Grossmannstrasse",101,"Höngg",10,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",512
1998,203,"Grossmannstrasse",101,"Höngg",10,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",393
1998,203,"Grossmannstrasse",101,"Höngg",10,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",23
1998,203,"Grossmannstrasse",101,"Höngg",10,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",168
1998,203,"Grossmannstrasse",101,"Höngg",10,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",184
1998,204,"Waidbad",101,"Höngg",10,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",651
1998,204,"Waidbad",101,"Höngg",10,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",373
1998,204,"Waidbad",101,"Höngg",10,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",338
1998,204,"Waidbad",101,"Höngg",10,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",19
1998,204,"Waidbad",101,"Höngg",10,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",94
1998,204,"Waidbad",101,"Höngg",10,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",101
1998,205,"Rütihof",101,"Höngg",10,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",1133
1998,205,"Rütihof",101,"Höngg",10,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",734
1998,205,"Rütihof",101,"Höngg",10,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",652
1998,205,"Rütihof",101,"Höngg",10,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",79
1998,205,"Rütihof",101,"Höngg",10,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",288
1998,205,"Rütihof",101,"Höngg",10,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",351
